Million Plus Cities,Cause category,Cause Subcategory,Outcome of Incident,Count
Bengaluru,Junction,Four arm Junction,Total Injured,659.0
Bengaluru,Junction,Four arm Junction,Total number of Accidents,687.0
Bengaluru,Junction,T Junction,Persons Killed,0.0
Bengaluru,Junction,T Junction,Greviously Injured,281.0
Bengaluru,Junction,T Junction,Minor Injury,238.0
Bengaluru,Junction,T Junction,Total Injured,546.0
Bengaluru,Junction,T Junction,Total number of Accidents,780.0
Bengaluru,Junction,Y Junction,Persons Killed,21.0
Bengaluru,Junction,Y Junction,Greviously Injured,256.0
Bengaluru,Junction,Y Junction,Minor Injury,125.0
Bengaluru,Junction,Y Junction,Total Injured,253.0
Bengaluru,Junction,Y Junction,Total number of Accidents,1196.0
Bengaluru,Junction,Round about Junction,Persons Killed,85.0
Bengaluru,Junction,Round about Junction,Greviously Injured,194.0
Bengaluru,Junction,Round about Junction,Minor Injury,334.0
Bengaluru,Junction,Round about Junction,Total Injured,319.0
Bengaluru,Junction,Round about Junction,Total number of Accidents,1292.0
Bengaluru,Junction,Uncontrolled,Persons Killed,46.0
Bengaluru,Junction,Uncontrolled,Greviously Injured,103.0
Bengaluru,Junction,Uncontrolled,Minor Injury,287.0
Bengaluru,Junction,Uncontrolled,Total Injured,552.0
Bengaluru,Junction,Uncontrolled,Total number of Accidents,1427.0
Bengaluru,Road Features,Straight Road,Persons Killed,15.0
Bengaluru,Road Features,Straight Road,Greviously Injured,227.0
Bengaluru,Road Features,Straight Road,Minor Injury,481.0
Bengaluru,Road Features,Straight Road,Total Injured,440.0
Bengaluru,Road Features,Straight Road,Total number of Accidents,750.0
Bengaluru,Road Features,Curved Road,Persons Killed,99.0
Bengaluru,Road Features,Curved Road,Greviously Injured,298.0
Bengaluru,Road Features,Curved Road,Minor Injury,303.0
Bengaluru,Road Features,Curved Road,Total Injured,456.0
Bengaluru,Road Features,Curved Road,Total number of Accidents,222.0
Bengaluru,Road Features,Bridge,Persons Killed,9.0
Bengaluru,Road Features,Bridge,Greviously Injured,255.0
Bengaluru,Road Features,Bridge,Minor Injury,374.0
Bengaluru,Road Features,Bridge,Total Injured,199.0
Bengaluru,Road Features,Bridge,Total number of Accidents,1001.0
Bengaluru,Road Features,Pot Holes,Persons Killed,51.0
Bengaluru,Road Features,Pot Holes,Greviously Injured,232.0
Bengaluru,Road Features,Pot Holes,Minor Injury,443.0
Bengaluru,Road Features,Pot Holes,Total Injured,758.0
Bengaluru,Road Features,Pot Holes,Total number of Accidents,641.0
Bengaluru,Road Features,Steep Grade,Persons Killed,95.0
Bengaluru,Road Features,Steep Grade,Greviously Injured,266.0
Bengaluru,Road Features,Steep Grade,Minor Injury,374.0
Bengaluru,Road Features,Steep Grade,Total Injured,615.0
Bengaluru,Road Features,Steep Grade,Total number of Accidents,1239.0
Bengaluru,Impacting Vehicle/Object,Cars/Taxis/Vans,Persons Killed,23.0
Bengaluru,Impacting Vehicle/Object,Cars/Taxis/Vans,Greviously Injured,256.0
Bengaluru,Impacting Vehicle/Object,Cars/Taxis/Vans,Minor Injury,307.0
Bengaluru,Impacting Vehicle/Object,Cars/Taxis/Vans,Total Injured,596.0
Bengaluru,Impacting Vehicle/Object,Cars/Taxis/Vans,Total number of Accidents,1095.0
Bengaluru,Impacting Vehicle/Object,Two Wheelers,Persons Killed,31.0
Bengaluru,Impacting Vehicle/Object,Two Wheelers,Greviously Injured,161.0
Bengaluru,Impacting Vehicle/Object,Two Wheelers,Minor Injury,445.0
Bengaluru,Impacting Vehicle/Object,Two Wheelers,Total Injured,789.0
Bengaluru,Impacting Vehicle/Object,Two Wheelers,Total number of Accidents,579.0
Bengaluru,Impacting Vehicle/Object,Trucks/Lorries,Persons Killed,32.0
Bengaluru,Impacting Vehicle/Object,Trucks/Lorries,Greviously Injured,188.0
Bengaluru,Impacting Vehicle/Object,Trucks/Lorries,Minor Injury,476.0
Bengaluru,Impacting Vehicle/Object,Trucks/Lorries,Total Injured,712.0
Bengaluru,Impacting Vehicle/Object,Trucks/Lorries,Total number of Accidents,1491.0
Bengaluru,Impacting Vehicle/Object,Buses,Persons Killed,66.0
Bengaluru,Impacting Vehicle/Object,Buses,Greviously Injured,74.0
Bengaluru,Impacting Vehicle/Object,Buses,Minor Injury,466.0
Bengaluru,Impacting Vehicle/Object,Buses,Total Injured,267.0
Bengaluru,Impacting Vehicle/Object,Buses,Total number of Accidents,1266.0
Bengaluru,Impacting Vehicle/Object,Pedestrian,Persons Killed,43.0
Bengaluru,Impacting Vehicle/Object,Pedestrian,Greviously Injured,294.0
Bengaluru,Impacting Vehicle/Object,Pedestrian,Minor Injury,446.0
Bengaluru,Impacting Vehicle/Object,Pedestrian,Total Injured,111.0
Bengaluru,Impacting Vehicle/Object,Pedestrian,Total number of Accidents,1476.0
Bengaluru,Weather,Sunny/Clear,Persons Killed,34.0
Bengaluru,Weather,Sunny/Clear,Greviously Injured,224.0
Bengaluru,Weather,Sunny/Clear,Minor Injury,386.0
Bengaluru,Weather,Sunny/Clear,Total Injured,189.0
Bengaluru,Weather,Sunny/Clear,Total number of Accidents,975.0
Bengaluru,Weather,Rainy,Persons Killed,92.0
Bengaluru,Weather,Rainy,Greviously Injured,99.0
Bengaluru,Weather,Rainy,Minor Injury,467.0
Bengaluru,Weather,Rainy,Total Injured,214.0
Bengaluru,Weather,Rainy,Total number of Accidents,816.0
Bengaluru,Weather,Foggy and Misty,Persons Killed,6.0
Bengaluru,Weather,Foggy and Misty,Greviously Injured,205.0
Bengaluru,Weather,Foggy and Misty,Minor Injury,363.0
Bengaluru,Weather,Foggy and Misty,Total Injured,600.0
Bengaluru,Weather,Foggy and Misty,Total number of Accidents,1298.0
Bengaluru,Weather,Hail/Sleet,Persons Killed,28.0
Bengaluru,Weather,Hail/Sleet,Greviously Injured,226.0
Bengaluru,Weather,Hail/Sleet,Minor Injury,326.0
Bengaluru,Weather,Hail/Sleet,Total Injured,775.0
Bengaluru,Weather,Hail/Sleet,Total number of Accidents,656.0
Bengaluru,Traffic Violation,Drunken Driving,Persons Killed,23.0
Bengaluru,Traffic Violation,Drunken Driving,Greviously Injured,201.0
Bengaluru,Traffic Violation,Drunken Driving,Minor Injury,276.0
Bengaluru,Traffic Violation,Drunken Driving,Total Injured,788.0
Bengaluru,Traffic Violation,Drunken Driving,Total number of Accidents,1322.0
Bengaluru,Traffic Violation,Over Speeding,Persons Killed,35.0
Bengaluru,Traffic Violation,Over Speeding,Greviously Injured,105.0
Bengaluru,Traffic Violation,Over Speeding,Minor Injury,201.0
Bengaluru,Traffic Violation,Over Speeding,Total Injured,762.0
Bengaluru,Traffic Violation,Over Speeding,Total number of Accidents,1413.0
Bengaluru,Traffic Violation,Jumping Red Light,Persons Killed,95.0
Bengaluru,Traffic Violation,Jumping Red Light,Greviously Injured,46.0
Bengaluru,Traffic Violation,Jumping Red Light,Minor Injury,317.0
Bengaluru,Traffic Violation,Jumping Red Light,Total Injured,468.0
Bengaluru,Traffic Violation,Jumping Red Light,Total number of Accidents,478.0
Bengaluru,Traffic Violation,Use of Mobile Phone,Persons Killed,88.0
Bengaluru,Traffic Violation,Use of Mobile Phone,Greviously Injured,295.0
Bengaluru,Traffic Violation,Use of Mobile Phone,Minor Injury,322.0
Bengaluru,Traffic Violation,Use of Mobile Phone,Total Injured,161.0
Bengaluru,Traffic Violation,Use of Mobile Phone,Total number of Accidents,795.0
Bengaluru,Traffic Violation,Wrong Side Driving,Persons Killed,88.0
Bengaluru,Traffic Violation,Wrong Side Driving,Greviously Injured,196.0
Bengaluru,Traffic Violation,Wrong Side Driving,Minor Injury,68.0
Bengaluru,Traffic Violation,Wrong Side Driving,Total Injured,276.0
Bengaluru,Traffic Violation,Wrong Side Driving,Total number of Accidents,595.0
Chennai,Traffic Control,Traffic Light Signal,Persons Killed,60.0
Chennai,Traffic Control,Traffic Light Signal,Greviously Injured,242.0
Chennai,Traffic Control,Traffic Light Signal,Minor Injury,452.0
Chennai,Traffic Control,Traffic Light Signal,Total Injured,175.0
Chennai,Traffic Control,Traffic Light Signal,Total number of Accidents,464.0
Chennai,Traffic Control,Stop Sign,Persons Killed,70.0
Chennai,Traffic Control,Stop Sign,Greviously Injured,293.0
Chennai,Traffic Control,Stop Sign,Minor Injury,255.0
Chennai,Traffic Control,Stop Sign,Total Injured,483.0
Chennai,Traffic Control,Stop Sign,Total number of Accidents,1050.0
Chennai,Traffic Control,Police Controlled,Persons Killed,15.0
Chennai,Traffic Control,Police Controlled,Greviously Injured,78.0
Chennai,Traffic Control,Police Controlled,Minor Injury,148.0
Chennai,Traffic Control,Police Controlled,Total Injured,495.0
Chennai,Traffic Control,Police Controlled,Total number of Accidents,1248.0
Chennai,Traffic Control,Flashing Signal/Blinker,Persons Killed,51.0
Chennai,Traffic Control,Flashing Signal/Blinker,Greviously Injured,62.0
Chennai,Traffic Control,Flashing Signal/Blinker,Minor Injury,200.0
Chennai,Traffic Control,Flashing Signal/Blinker,Total Injured,243.0
Chennai,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,768.0
Chennai,Junction,Four arm Junction,Persons Killed,38.0
Chennai,Junction,Four arm Junction,Greviously Injured,118.0
Chennai,Junction,Four arm Junction,Minor Injury,243.0
Chennai,Junction,Four arm Junction,Total Injured,141.0
Chennai,Junction,Four arm Junction,Total number of Accidents,1409.0
Chennai,Junction,T Junction,Persons Killed,38.0
Chennai,Junction,T Junction,Greviously Injured,232.0
Chennai,Junction,T Junction,Minor Injury,171.0
Chennai,Junction,T Junction,Total Injured,232.0
Chennai,Junction,T Junction,Total number of Accidents,1386.0
Chennai,Junction,Y Junction,Persons Killed,86.0
Chennai,Junction,Y Junction,Greviously Injured,230.0
Chennai,Junction,Y Junction,Minor Injury,284.0
Chennai,Junction,Y Junction,Total Injured,757.0
Chennai,Junction,Y Junction,Total number of Accidents,950.0
Chennai,Junction,Round about Junction,Persons Killed,75.0
Chennai,Junction,Round about Junction,Greviously Injured,18.0
Chennai,Junction,Round about Junction,Minor Injury,123.0
Chennai,Junction,Round about Junction,Total Injured,591.0
Chennai,Junction,Round about Junction,Total number of Accidents,1112.0
Chennai,Junction,Uncontrolled,Persons Killed,6.0
Chennai,Junction,Uncontrolled,Greviously Injured,183.0
Chennai,Junction,Uncontrolled,Minor Injury,190.0
Chennai,Junction,Uncontrolled,Total Injured,267.0
Chennai,Junction,Uncontrolled,Total number of Accidents,369.0
Chennai,Road Features,Straight Road,Persons Killed,8.0
Chennai,Road Features,Straight Road,Greviously Injured,292.0
Chennai,Road Features,Straight Road,Minor Injury,171.0
Chennai,Road Features,Straight Road,Total Injured,293.0
Chennai,Road Features,Straight Road,Total number of Accidents,228.0
Chennai,Road Features,Curved Road,Persons Killed,36.0
Chennai,Road Features,Curved Road,Greviously Injured,145.0
Chennai,Road Features,Curved Road,Minor Injury,414.0
Chennai,Road Features,Curved Road,Total Injured,441.0
Chennai,Road Features,Curved Road,Total number of Accidents,699.0
Chennai,Road Features,Bridge,Persons Killed,16.0
Chennai,Road Features,Bridge,Greviously Injured,226.0
Chennai,Road Features,Bridge,Minor Injury,350.0
Chennai,Road Features,Bridge,Total Injured,231.0
Chennai,Road Features,Bridge,Total number of Accidents,1293.0
Chennai,Road Features,Pot Holes,Persons Killed,30.0
Chennai,Road Features,Pot Holes,Greviously Injured,284.0
Chennai,Road Features,Pot Holes,Minor Injury,494.0
Chennai,Road Features,Pot Holes,Total Injured,281.0
Chennai,Road Features,Pot Holes,Total number of Accidents,366.0
Chennai,Road Features,Steep Grade,Persons Killed,90.0
Chennai,Road Features,Steep Grade,Greviously Injured,211.0
Chennai,Road Features,Steep Grade,Minor Injury,395.0
Chennai,Road Features,Steep Grade,Total Injured,630.0
Chennai,Road Features,Steep Grade,Total number of Accidents,238.0
Chennai,Impacting Vehicle/Object,Cars/Taxis/Vans,Persons Killed,66.0
Chennai,Impacting Vehicle/Object,Cars/Taxis/Vans,Greviously Injured,182.0
Chennai,Impacting Vehicle/Object,Cars/Taxis/Vans,Minor Injury,190.0
Chennai,Impacting Vehicle/Object,Cars/Taxis/Vans,Total Injured,319.0
Chennai,Impacting Vehicle/Object,Cars/Taxis/Vans,Total number of Accidents,1281.0
Chennai,Impacting Vehicle/Object,Two Wheelers,Persons Killed,19.0
Chennai,Impacting Vehicle/Object,Two Wheelers,Greviously Injured,10.0
Chennai,Impacting Vehicle/Object,Two Wheelers,Minor Injury,436.0
Chennai,Impacting Vehicle/Object,Two Wheelers,Total Injured,447.0
Chennai,Impacting Vehicle/Object,Two Wheelers,Total number of Accidents,389.0
Chennai,Impacting Vehicle/Object,Trucks/Lorries,Persons Killed,62.0
Chennai,Impacting Vehicle/Object,Trucks/Lorries,Greviously Injured,126.0
Chennai,Impacting Vehicle/Object,Trucks/Lorries,Minor Injury,183.0
Chennai,Impacting Vehicle/Object,Trucks/Lorries,Total Injured,157.0
Chennai,Impacting Vehicle/Object,Trucks/Lorries,Total number of Accidents,884.0
Chennai,Impacting Vehicle/Object,Buses,Persons Killed,31.0
Chennai,Impacting Vehicle/Object,Buses,Greviously Injured,182.0
Chennai,Impacting Vehicle/Object,Buses,Minor Injury,366.0
Chennai,Impacting Vehicle/Object,Buses,Total Injured,248.0
Chennai,Impacting Vehicle/Object,Buses,Total number of Accidents,279.0
Chennai,Impacting Vehicle/Object,Pedestrian,Persons Killed,84.0
Chennai,Impacting Vehicle/Object,Pedestrian,Greviously Injured,212.0
Chennai,Impacting Vehicle/Object,Pedestrian,Minor Injury,301.0
Chennai,Impacting Vehicle/Object,Pedestrian,Total Injured,328.0
Chennai,Impacting Vehicle/Object,Pedestrian,Total number of Accidents,1450.0
Chennai,Weather,Sunny/Clear,Persons Killed,18.0
Chennai,Weather,Sunny/Clear,Greviously Injured,29.0
Chennai,Weather,Sunny/Clear,Minor Injury,490.0
Chennai,Weather,Sunny/Clear,Total Injured,501.0
Chennai,Weather,Sunny/Clear,Total number of Accidents,246.0
Chennai,Weather,Rainy,Persons Killed,48.0
Chennai,Weather,Rainy,Greviously Injured,23.0
Chennai,Weather,Rainy,Minor Injury,192.0
Chennai,Weather,Rainy,Total Injured,514.0
Chennai,Weather,Rainy,Total number of Accidents,1482.0
Chennai,Weather,Foggy and Misty,Persons Killed,15.0
Chennai,Weather,Foggy and Misty,Greviously Injured,21.0
Chennai,Weather,Foggy and Misty,Minor Injury,379.0
Chennai,Weather,Foggy and Misty,Total Injured,457.0
Chennai,Weather,Foggy and Misty,Total number of Accidents,1171.0
Chennai,Weather,Hail/Sleet,Persons Killed,23.0
Chennai,Weather,Hail/Sleet,Greviously Injured,165.0
Chennai,Weather,Hail/Sleet,Minor Injury,422.0
Chennai,Weather,Hail/Sleet,Total Injured,107.0
Chennai,Weather,Hail/Sleet,Total number of Accidents,1345.0
Chennai,Traffic Violation,Drunken Driving,Persons Killed,91.0
Chennai,Traffic Violation,Drunken Driving,Greviously Injured,173.0
Chennai,Traffic Violation,Drunken Driving,Minor Injury,139.0
Chennai,Traffic Violation,Drunken Driving,Total Injured,747.0
Chennai,Traffic Violation,Drunken Driving,Total number of Accidents,897.0
Chennai,Traffic Violation,Over Speeding,Persons Killed,59.0
Chennai,Traffic Violation,Over Speeding,Greviously Injured,187.0
Chennai,Traffic Violation,Over Speeding,Minor Injury,77.0
Chennai,Traffic Violation,Over Speeding,Total Injured,140.0
Chennai,Traffic Violation,Over Speeding,Total number of Accidents,939.0
Chennai,Traffic Violation,Jumping Red Light,Persons Killed,63.0
Chennai,Traffic Violation,Jumping Red Light,Greviously Injured,154.0
Chennai,Traffic Violation,Jumping Red Light,Minor Injury,250.0
Chennai,Traffic Violation,Jumping Red Light,Total Injured,560.0
Chennai,Traffic Violation,Jumping Red Light,Total number of Accidents,931.0
Chennai,Traffic Violation,Use of Mobile Phone,Persons Killed,28.0
Chennai,Traffic Violation,Use of Mobile Phone,Greviously Injured,55.0
Chennai,Traffic Violation,Use of Mobile Phone,Minor Injury,84.0
Chennai,Traffic Violation,Use of Mobile Phone,Total Injured,352.0
Chennai,Traffic Violation,Use of Mobile Phone,Total number of Accidents,589.0
Chennai,Traffic Violation,Wrong Side Driving,Persons Killed,81.0
Chennai,Traffic Violation,Wrong Side Driving,Greviously Injured,265.0
Chennai,Traffic Violation,Wrong Side Driving,Minor Injury,246.0
Chennai,Traffic Violation,Wrong Side Driving,Total Injured,549.0
Chennai,Traffic Violation,Wrong Side Driving,Total number of Accidents,209.0
Kolkata,Traffic Control,Traffic Light Signal,Persons Killed,55.0
Kolkata,Traffic Control,Traffic Light Signal,Greviously Injured,295.0
Kolkata,Traffic Control,Traffic Light Signal,Minor Injury,291.0
Kolkata,Traffic Control,Traffic Light Signal,Total Injured,350.0
Kolkata,Traffic Control,Traffic Light Signal,Total number of Accidents,1076.0
Kolkata,Traffic Control,Stop Sign,Persons Killed,4.0
Kolkata,Traffic Control,Stop Sign,Greviously Injured,128.0
Kolkata,Traffic Control,Stop Sign,Minor Injury,338.0
Kolkata,Traffic Control,Stop Sign,Total Injured,473.0
Kolkata,Traffic Control,Stop Sign,Total number of Accidents,1288.0
Kolkata,Traffic Control,Police Controlled,Persons Killed,17.0
Kolkata,Traffic Control,Police Controlled,Greviously Injured,233.0
Kolkata,Traffic Control,Police Controlled,Minor Injury,288.0
Kolkata,Traffic Control,Police Controlled,Total Injured,276.0
Kolkata,Traffic Control,Police Controlled,Total number of Accidents,1052.0
Kolkata,Traffic Control,Flashing Signal/Blinker,Persons Killed,25.0
Kolkata,Traffic Control,Flashing Signal/Blinker,Greviously Injured,72.0
Kolkata,Traffic Control,Flashing Signal/Blinker,Minor Injury,266.0
Kolkata,Traffic Control,Flashing Signal/Blinker,Total Injured,788.0
Kolkata,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,304.0
Kolkata,Junction,Four arm Junction,Persons Killed,98.0
Kolkata,Junction,Four arm Junction,Greviously Injured,15.0
Kolkata,Junction,Four arm Junction,Minor Injury,246.0
Kolkata,Junction,Four arm Junction,Total Injured,744.0
Kolkata,Junction,Four arm Junction,Total number of Accidents,970.0
Kolkata,Junction,T Junction,Persons Killed,52.0
Kolkata,Junction,T Junction,Greviously Injured,32.0
Kolkata,Junction,T Junction,Minor Injury,102.0
Kolkata,Junction,T Junction,Total Injured,776.0
Kolkata,Junction,T Junction,Total number of Accidents,913.0
Kolkata,Junction,Y Junction,Persons Killed,73.0
Kolkata,Junction,Y Junction,Greviously Injured,92.0
Kolkata,Junction,Y Junction,Minor Injury,194.0
Kolkata,Junction,Y Junction,Total Injured,184.0
Kolkata,Junction,Y Junction,Total number of Accidents,1301.0
Kolkata,Junction,Round about Junction,Persons Killed,72.0
Kolkata,Junction,Round about Junction,Greviously Injured,10.0
Kolkata,Junction,Round about Junction,Minor Injury,100.0
Kolkata,Junction,Round about Junction,Total Injured,784.0
Kolkata,Junction,Round about Junction,Total number of Accidents,916.0
Kolkata,Junction,Uncontrolled,Persons Killed,3.0
Kolkata,Junction,Uncontrolled,Greviously Injured,297.0
Kolkata,Junction,Uncontrolled,Minor Injury,243.0
Kolkata,Junction,Uncontrolled,Total Injured,447.0
Kolkata,Junction,Uncontrolled,Total number of Accidents,294.0
Kolkata,Road Features,Straight Road,Persons Killed,71.0
Kolkata,Road Features,Straight Road,Greviously Injured,48.0
Kolkata,Road Features,Straight Road,Minor Injury,203.0
Kolkata,Road Features,Straight Road,Total Injured,349.0
Kolkata,Road Features,Straight Road,Total number of Accidents,873.0
Kolkata,Road Features,Curved Road,Persons Killed,53.0
Kolkata,Road Features,Curved Road,Greviously Injured,127.0
Kolkata,Road Features,Curved Road,Minor Injury,308.0
